data_type,continent,country,demographic,signup_date,day,time_period,job_category,posting_date,region,job_type,skill,demo_type,request_date,event_type,query_date,query_type
assistant data,Australia,Australia,Academic,2023/09/27,Thursday,Afternoon (12PM-6PM),Sales,2023/06/02,South America,Full-Time,JavaScript,Academic,2023/02/27,job posting data,2024/08/15,job search
job type data,Asia,India,Enterprise,2023/11/18,Thursday,Night (12AM-6AM),Customer Support,2023/08/15,Europe,Part-Time,Python,Small Business,2024/05/11,assistant data,2023/07/03,category query
demographic data,Asia,China,Small Business,2023/03/06,Tuesday,Morning (6AM-12PM),Customer Support,2023/11/27,South America,Internship,Excel,Academic,2024/04/09,promotional event data,2023/02/06,category query
promotional event data,Asia,India,Individual,2024/02/21,Sunday,Morning (6AM-12PM),Engineering,2024/08/12,Africa,Contract,Python,Individual,2024/04/22,job posting data,2024/10/18,region search
user data,South America,Argentina,Startup,2024/07/28,Tuesday,Evening (6PM-12AM),Engineering,2024/12/20,Australia,Contract,SQL,Academic,2023/01/17,assistant data,2024/05/22,region search
user data,Asia,Japan,Startup,2023/06/27,Thursday,Evening (6PM-12AM),Marketing,2023/05/18,Australia,Contract,Python,Enterprise,2024/05/13,assistant data,2024/08/02,category query
demographic data,Africa,Kenya,Individual,2023/08/18,Thursday,Evening (6PM-12AM),Customer Support,2023/08/12,Australia,Internship,C++,Small Business,2023/12/18,assistant data,2024/08/26,region search
user data,North America,Mexico,Academic,2024/10/24,Sunday,Night (12AM-6AM),Sales,2024/11/19,North America,Part-Time,SQL,Small Business,2023/03/14,promotional event data,2024/05/03,region search
demographic data,Australia,Australia,Individual,2024/10/09,Thursday,Night (12AM-6AM),Sales,2024/10/06,North America,Part-Time,Excel,Enterprise,2024/09/11,job posting data,2024/03/15,job search
job type data,Europe,France,Enterprise,2024/08/24,Sunday,Afternoon (12PM-6PM),Product Management,2024/06/10,South America,Contract,C++,Academic,2024/06/25,job posting data,2024/11/26,job search
user data,Africa,Nigeria,Academic,2024/06/01,Wednesday,Night (12AM-6AM),Design,2024/07/15,South America,Contract,C++,Individual,2023/07/27,promotional event data,2024/04/11,job search
job type data,Africa,Nigeria,Enterprise,2023/08/06,Friday,Morning (6AM-12PM),Customer Support,2024/09/24,North America,Part-Time,Python,Individual,2024/11/16,job posting data,2024/06/19,category query
assistant data,Africa,Nigeria,Academic,2024/10/12,Tuesday,Afternoon (12PM-6PM),Design,2023/03/30,Asia,Full-Time,SQL,Individual,2023/12/23,promotional event data,2023/02/03,job search
assistant data,South America,Argentina,Individual,2023/05/30,Friday,Night (12AM-6AM),Marketing,2024/09/02,North America,Full-Time,Excel,Individual,2023/08/08,promotional event data,2024/03/03,job search
assistant data,South America,Brazil,Enterprise,2023/10/25,Saturday,Night (12AM-6AM),Marketing,2023/10/17,Europe,Contract,Python,Enterprise,2023/10/22,job posting data,2024/06/28,region search
demographic data,Africa,Nigeria,Academic,2024/05/24,Thursday,Night (12AM-6AM),Marketing,2024/09/14,North America,Contract,SQL,Academic,2024/06/17,assistant data,2024/05/11,region search
job type data,South America,Brazil,Startup,2023/08/30,Wednesday,Morning (6AM-12PM),Design,2023/11/07,South America,Internship,Java,Small Business,2023/07/12,assistant data,2023/02/14,job search
user data,North America,USA,Small Business,2023/01/15,Monday,Night (12AM-6AM),Engineering,2024/08/15,Europe,Contract,C++,Individual,2023/12/03,promotional event data,2024/04/01,region search
demographic data,Australia,Australia,Startup,2023/09/12,Monday,Morning (6AM-12PM),Marketing,2023/02/20,Europe,Full-Time,C++,Enterprise,2024/11/29,promotional event data,2024/08/30,region search
job type data,Australia,Australia,Startup,2024/10/20,Thursday,Morning (6AM-12PM),Design,2023/01/05,Asia,Full-Time,Java,Enterprise,2024/04/16,job posting data,2024/02/02,job search
user data,Asia,Japan,Small Business,2023/05/06,Saturday,Morning (6AM-12PM),Sales,2023/11/15,Africa,Part-Time,SQL,Individual,2023/11/15,assistant data,2024/07/09,job search
user data,Europe,Germany,Enterprise,2023/04/20,Monday,Night (12AM-6AM),Design,2023/08/13,Africa,Full-Time,Excel,Enterprise,2024/05/23,assistant data,2024/09/03,region search
promotional event data,South America,Brazil,Academic,2024/05/09,Thursday,Afternoon (12PM-6PM),Sales,2024/12/10,Europe,Part-Time,Java,Enterprise,2023/07/15,job posting data,2024/11/13,category query
user data,Africa,South Africa,Enterprise,2024/08/09,Tuesday,Evening (6PM-12AM),Design,2024/01/23,Australia,Contract,Excel,Academic,2024/03/08,promotional event data,2024/05/30,category query
demographic data,Asia,Japan,Academic,2023/04/16,Wednesday,Morning (6AM-12PM),Engineering,2024/03/04,Africa,Contract,JavaScript,Enterprise,2024/07/16,promotional event data,2024/06/05,job search
job posting data,Africa,Kenya,Startup,2023/11/29,Friday,Night (12AM-6AM),Product Management,2023/04/25,Asia,Internship,Excel,Academic,2024/10/28,assistant data,2024/03/06,region search
assistant data,Asia,India,Academic,2024/12/11,Monday,Night (12AM-6AM),Customer Support,2023/06/11,Europe,Contract,Excel,Enterprise,2023/07/28,promotional event data,2024/10/01,region search
job posting data,Africa,Kenya,Individual,2024/06/03,Sunday,Afternoon (12PM-6PM),Engineering,2023/04/23,North America,Full-Time,Python,Enterprise,2024/10/25,assistant data,2024/05/07,job search
promotional event data,North America,USA,Academic,2023/04/29,Sunday,Afternoon (12PM-6PM),Design,2024/07/02,Australia,Internship,Excel,Small Business,2023/04/02,job posting data,2024/04/04,region search
job type data,Australia,Australia,Startup,2023/10/20,Thursday,Afternoon (12PM-6PM),Customer Support,2024/02/23,Europe,Full-Time,C++,Academic,2023/09/28,job posting data,2023/11/03,category query
job type data,Asia,India,Individual,2024/09/29,Sunday,Afternoon (12PM-6PM),Sales,2023/01/20,Europe,Internship,Java,Individual,2024/06/21,promotional event data,2024/04/14,category query
user data,Europe,France,Small Business,2023/11/15,Saturday,Night (12AM-6AM),Product Management,2024/11/17,Australia,Part-Time,SQL,Individual,2023/02/21,assistant data,2023/02/23,category query
job posting data,North America,USA,Startup,2024/05/04,Wednesday,Afternoon (12PM-6PM),Marketing,2023/11/18,South America,Internship,JavaScript,Academic,2024/10/25,job posting data,2024/03/26,category query
demographic data,Asia,India,Small Business,2023/10/13,Thursday,Afternoon (12PM-6PM),Customer Support,2024/10/10,Australia,Internship,SQL,Enterprise,2023/07/19,assistant data,2024/11/14,region search
job posting data,Asia,Japan,Startup,2024/11/18,Tuesday,Evening (6PM-12AM),Product Management,2023/04/18,South America,Part-Time,Python,Academic,2023/05/27,job posting data,2023/08/25,category query
demographic data,Africa,Nigeria,Small Business,2024/12/15,Friday,Evening (6PM-12AM),Marketing,2024/09/22,Asia,Part-Time,SQL,Small Business,2024/05/25,job posting data,2023/03/17,job search
assistant data,Australia,Australia,Academic,2024/02/06,Sunday,Night (12AM-6AM),Engineering,2023/09/23,North America,Contract,SQL,Small Business,2023/01/16,job posting data,2023/03/03,job search
user data,Africa,South Africa,Individual,2023/04/24,Tuesday,Afternoon (12PM-6PM),Design,2023/04/30,Australia,Part-Time,Excel,Individual,2024/07/06,assistant data,2024/10/28,region search
user data,Asia,India,Academic,2023/06/19,Thursday,Afternoon (12PM-6PM),Engineering,2023/10/14,Australia,Internship,SQL,Academic,2024/05/09,job posting data,2023/04/19,region search
assistant data,Europe,Germany,Individual,2024/10/31,Wednesday,Morning (6AM-12PM),Marketing,2023/04/07,Europe,Full-Time,SQL,Academic,2024/03/20,job posting data,2024/12/23,region search
job posting data,Europe,Germany,Individual,2023/11/14,Monday,Evening (6PM-12AM),Product Management,2024/05/06,Africa,Internship,Java,Enterprise,2024/11/12,assistant data,2024/08/13,region search
promotional event data,Australia,Australia,Academic,2023/01/17,Wednesday,Morning (6AM-12PM),Sales,2023/07/19,Asia,Contract,Java,Academic,2024/01/26,assistant data,2023/08/22,category query
job posting data,Asia,India,Startup,2023/05/01,Monday,Morning (6AM-12PM),Product Management,2023/03/19,Australia,Part-Time,Excel,Small Business,2023/03/28,assistant data,2024/04/05,job search
job type data,South America,Chile,Small Business,2024/09/06,Thursday,Morning (6AM-12PM),Customer Support,2024/09/12,North America,Contract,Java,Enterprise,2023/09/19,promotional event data,2024/08/09,region search
user data,North America,Mexico,Small Business,2023/12/02,Sunday,Night (12AM-6AM),Design,2023/10/20,Asia,Part-Time,JavaScript,Individual,2023/06/12,job posting data,2024/05/20,job search
demographic data,South America,Brazil,Small Business,2024/12/02,Sunday,Afternoon (12PM-6PM),Design,2023/08/13,Europe,Internship,Excel,Academic,2024/02/24,job posting data,2024/10/31,job search
assistant data,Asia,India,Enterprise,2024/01/11,Tuesday,Evening (6PM-12AM),Sales,2023/09/22,South America,Contract,C++,Individual,2023/10/19,promotional event data,2024/06/06,job search
job posting data,South America,Chile,Startup,2023/02/02,Friday,Night (12AM-6AM),Engineering,2024/11/22,North America,Contract,Python,Individual,2023/04/21,promotional event data,2024/04/27,job search
job type data,North America,USA,Individual,2024/01/13,Thursday,Evening (6PM-12AM),Design,2023/12/28,Asia,Full-Time,Java,Enterprise,2023/03/01,promotional event data,2023/11/05,region search
job type data,North America,Canada,Individual,2023/05/25,Monday,Morning (6AM-12PM),Marketing,2023/10/25,North America,Part-Time,Python,Individual,2023/11/11,promotional event data,2023/08/22,region search
user data,Australia,Australia,Enterprise,2024/04/25,Wednesday,Afternoon (12PM-6PM),Customer Support,2024/08/25,Australia,Full-Time,Java,Academic,2023/01/30,assistant data,2024/08/17,category query
job posting data,North America,USA,Academic,2023/03/19,Wednesday,Evening (6PM-12AM),Customer Support,2024/11/25,Africa,Part-Time,Python,Academic,2024/01/05,job posting data,2023/04/28,region search
assistant data,Australia,Australia,Startup,2023/03/17,Wednesday,Evening (6PM-12AM),Engineering,2023/03/31,North America,Contract,Excel,Academic,2023/12/29,promotional event data,2024/06/20,category query
job type data,Asia,Japan,Small Business,2024/09/07,Tuesday,Morning (6AM-12PM),Marketing,2024/08/21,Australia,Full-Time,Excel,Small Business,2023/12/22,assistant data,2024/02/03,job search
user data,Australia,Australia,Individual,2024/04/16,Friday,Night (12AM-6AM),Sales,2024/07/26,Africa,Internship,C++,Small Business,2024/04/15,promotional event data,2024/06/09,job search
user data,Europe,France,Academic,2024/04/07,Thursday,Night (12AM-6AM),Engineering,2023/09/28,Europe,Part-Time,Java,Individual,2024/12/29,job posting data,2023/05/01,region search
promotional event data,Africa,Kenya,Individual,2024/08/30,Thursday,Morning (6AM-12PM),Product Management,2023/10/29,Australia,Contract,Excel,Individual,2024/10/25,assistant data,2024/11/26,region search
demographic data,Africa,Nigeria,Enterprise,2024/08/18,Monday,Afternoon (12PM-6PM),Design,2023/03/29,Australia,Part-Time,Python,Enterprise,2023/07/25,job posting data,2024/10/25,job search
job posting data,Africa,Nigeria,Academic,2024/01/08,Wednesday,Afternoon (12PM-6PM),Design,2023/03/17,Europe,Internship,Python,Enterprise,2023/08/06,job posting data,2023/04/09,region search
demographic data,Australia,Australia,Academic,2023/11/18,Sunday,Evening (6PM-12AM),Design,2024/08/05,Africa,Internship,SQL,Enterprise,2023/07/24,promotional event data,2024/07/03,region search
assistant data,South America,Brazil,Small Business,2023/03/14,Thursday,Evening (6PM-12AM),Sales,2023/02/03,North America,Part-Time,Java,Academic,2024/08/27,job posting data,2024/08/09,job search
promotional event data,South America,Argentina,Startup,2023/01/15,Wednesday,Afternoon (12PM-6PM),Customer Support,2024/05/13,Asia,Contract,Python,Small Business,2024/05/30,promotional event data,2023/04/09,job search
assistant data,Australia,Australia,Individual,2024/05/29,Monday,Night (12AM-6AM),Marketing,2023/06/28,Asia,Part-Time,Python,Small Business,2023/09/17,assistant data,2023/08/11,region search
job type data,Australia,Australia,Academic,2024/03/12,Tuesday,Evening (6PM-12AM),Product Management,2023/09/28,Australia,Part-Time,Java,Enterprise,2023/03/26,job posting data,2024/04/27,job search
assistant data,Asia,Japan,Individual,2024/05/08,Saturday,Afternoon (12PM-6PM),Marketing,2024/02/29,South America,Contract,Excel,Enterprise,2024/09/07,promotional event data,2024/07/22,region search
promotional event data,Asia,Japan,Academic,2024/08/05,Thursday,Evening (6PM-12AM),Sales,2023/09/02,Asia,Part-Time,C++,Small Business,2023/04/23,job posting data,2023/11/30,region search
promotional event data,Australia,Australia,Academic,2023/08/02,Sunday,Night (12AM-6AM),Design,2023/08/31,South America,Full-Time,JavaScript,Individual,2023/05/01,promotional event data,2023/06/16,region search
assistant data,Africa,Kenya,Startup,2023/11/04,Friday,Night (12AM-6AM),Product Management,2023/10/18,Australia,Internship,Java,Individual,2023/11/20,promotional event data,2023/10/06,category query
job posting data,North America,Mexico,Individual,2024/05/30,Saturday,Night (12AM-6AM),Product Management,2023/11/21,Asia,Full-Time,Python,Academic,2023/04/15,assistant data,2023/01/28,job search
job posting data,Australia,Australia,Small Business,2024/12/23,Tuesday,Afternoon (12PM-6PM),Engineering,2023/04/04,Africa,Full-Time,SQL,Academic,2024/06/29,assistant data,2024/08/26,category query
user data,North America,Mexico,Small Business,2023/12/12,Thursday,Evening (6PM-12AM),Engineering,2024/06/10,South America,Internship,C++,Small Business,2023/03/24,assistant data,2024/12/16,category query
promotional event data,South America,Brazil,Enterprise,2023/10/12,Monday,Afternoon (12PM-6PM),Customer Support,2023/10/12,North America,Part-Time,C++,Individual,2023/01/17,job posting data,2024/08/30,category query
assistant data,South America,Chile,Academic,2024/10/12,Wednesday,Afternoon (12PM-6PM),Marketing,2023/12/30,Europe,Full-Time,Java,Enterprise,2023/07/23,job posting data,2023/04/22,category query
promotional event data,South America,Chile,Academic,2024/12/22,Friday,Evening (6PM-12AM),Design,2024/12/12,South America,Internship,SQL,Small Business,2023/05/26,assistant data,2023/06/02,region search
job type data,North America,Canada,Academic,2024/10/07,Friday,Afternoon (12PM-6PM),Engineering,2024/03/13,Australia,Contract,Java,Individual,2023/08/09,assistant data,2023/04/25,category query
job posting data,Asia,India,Small Business,2023/05/10,Wednesday,Afternoon (12PM-6PM),Design,2023/10/25,Asia,Part-Time,Python,Enterprise,2023/01/04,assistant data,2024/07/01,region search
user data,Africa,Kenya,Individual,2023/05/05,Saturday,Evening (6PM-12AM),Marketing,2024/11/16,Europe,Internship,JavaScript,Academic,2024/02/19,assistant data,2024/04/12,job search
user data,Asia,India,Startup,2024/04/23,Friday,Afternoon (12PM-6PM),Engineering,2024/11/02,South America,Part-Time,SQL,Individual,2023/11/14,job posting data,2023/07/02,region search
job type data,Australia,Australia,Academic,2024/11/18,Saturday,Afternoon (12PM-6PM),Sales,2023/12/04,Africa,Part-Time,Excel,Small Business,2023/08/10,promotional event data,2023/08/16,job search
job posting data,Asia,China,Academic,2023/06/14,Thursday,Evening (6PM-12AM),Customer Support,2024/09/28,Africa,Internship,Java,Academic,2023/04/02,promotional event data,2024/04/22,job search
job type data,South America,Brazil,Startup,2023/05/10,Sunday,Afternoon (12PM-6PM),Customer Support,2024/03/10,Africa,Internship,Java,Small Business,2023/05/17,job posting data,2024/03/09,region search
